Eidgenössische Volksabstimmung vom  24.11.2013;;;;;;;;;;
Abstimmungskreis;Anzahl Stimmber.;AuslandschweizerInnen;Eingelangte Ausweiskarten;Stimmb.;Eingelangte;Ausser Betracht fallende / non valables;;in Betracht fallende;Ja;Nein
Circ. Politique;No. d'?lec.;Suisses de l'?tranger;Nombre de cartes de l?g. rentr?es;Part.;rentr?s ;leer / blancs ;ung?ltig / nuls ;valables;Oui;Non
;;;;;;;;;;
Aarberg;3168;20;1683;53.06%;1681;16;0;1665;604;1061
Arch;1143;13;628;54.86%;627;0;0;627;182;445
Bangerten;130;8;70;53.85%;70;0;0;70;21;49
Bargen;765;11;390;50.85%;389;3;0;386;167;219
Brüttelen;419;7;228;54.42%;228;0;3;225;67;158
Büetigen;613;10;321;52.04%;319;1;0;318;91;227
Bühl;332;2;170;51.20%;170;0;0;170;46;124
Büren und Meienried;2446;33;1217;49.67%;1215;13;0;1202;438;764
Diessbach bei Büren;667;12;344;51.57%;344;5;4;335;108;227
Dotzigen;1067;9;518;48.36%;516;8;0;508;142;366
Epsach;265;3;124;46.79%;124;0;0;124;36;88
Erlach;972;15;564;57.61%;560;12;0;548;216;332
Finsterhennen;311;2;162;52.09%;162;0;0;162;46;116
Gals;529;8;249;46.88%;248;1;0;247;84;163
Gampelen;597;7;322;53.94%;322;0;3;319;97;222
Grossaffoltern;2263;47;1181;52.14%;1180;14;6;1160;461;699
Hagneck;329;2;176;53.50%;176;0;0;176;51;125
Hermrigen;214;5;114;53.27%;114;1;0;113;31;82
Ins;2234;22;1268;56.67%;1266;16;1;1249;550;699
Jens;535;8;293;54.77%;293;4;0;289;108;181
Kallnach;1478;27;717;48.51%;717;7;0;710;218;492
Kappelen;956;5;523;54.50%;521;2;0;519;134;385
Leuzigen;953;27;519;54.25%;517;3;0;514;152;362
Lüscherz;414;4;172;41.55%;172;2;0;170;68;102
Lyss;9895;72;4717;47.16%;4666;30;0;4636;1787;2849
Merzligen;315;5;193;61.27%;193;0;0;193;74;119
Müntschemier;782;16;445;56.91%;445;5;0;440;158;282
Oberwil bei Büren;628;16;322;50.80%;319;3;0;316;109;207
Radelfingen;989;25;504;50.96%;504;5;0;499;143;356
Rapperswil ;1888;55;909;48.09%;908;6;0;902;325;577
Rüti bei Büren;657;15;346;52.51%;345;3;5;337;103;234
Schüpfen;2809;22;1473;52.44%;1473;22;9;1442;577;865
Seedorf ;2361;52;1250;52.94%;1250;13;2;1235;428;807
Siselen;462;19;224;48.48%;224;1;0;223;88;135
Studen;2112;9;975;45.64%;964;8;1;955;286;669
Täuffelen;2048;24;1116;53.66%;1099;5;0;1094;413;681
Treiten;327;3;169;51.68%;169;1;0;168;51;117
Tschugg;307;7;180;58.63%;180;0;0;180;59;121
Vinelz;640;13;339;52.97%;339;3;4;332;141;191
Walperswil;751;6;403;53.66%;403;1;0;402;118;284
Wengi;429;4;231;53.85%;231;2;0;229;77;152
Worben;1696;7;888;52.36%;888;5;0;883;300;583
;;;;;;;;;;
Total;51896;677;26637;51.12%;26531;221;38;26272;9355;16917
;;;;;;;;;;
Änderung des Nationalstrassenabgabegesetzes (Autobahnvignette) / Modification de la loi sur la vignette autoroutière;;;;;;;;;;
Oberaargau;;;;;;;;;;
;;;;;Stimmzettel / Bulletins;;;;;
Abstimmungskreis;Anzahl Stimmber.;AuslandschweizerInnen;Eingelangte Ausweiskarten;Stimmb.;Eingelangte;Ausser Betracht fallende / non valables;;in Betracht fallende;Ja;Nein
Circ. Politique;No. d'?lec.;Suisses de l'?tranger;Nombre de cartes de l?g. rentr?es;Part.;rentr?s ;leer / blancs ;ung?ltig / nuls ;valables;Oui;Non
;;;;;;;;;;
Aarwangen;2998;30;1564;52.17%;1564;9;0;1555;556;999
Attiswil;1055;15;589;53.93%;569;6;0;563;145;418
Auswil;393;28;181;46.06%;181;1;0;180;57;123
Bannwil;527;19;282;53.32%;281;3;0;278;76;202
Berken;40;0;28;70.00%;28;0;0;28;10;18
Bettenhausen;571;15;335;58.67%;335;5;0;330;104;226
Bleienbach;545;11;282;51.74%;282;1;0;281;81;200
Busswil bei Melchnau;160;11;85;53.12%;85;0;0;85;23;62
Eriswil;1106;64;436;39.42%;436;4;0;432;167;265
Farnern;163;4;85;52.15%;85;0;0;85;23;62
Gondiswil;601;33;288;47.75%;287;4;0;283;95;188
Graben;242;9;127;52.48%;127;2;0;125;41;84
Heimenhausen;799;12;388;48.56%;388;1;0;387;134;253
Hermiswil;72;0;46;63.89%;46;1;0;45;20;25
Herzogenbuchsee;4863;37;2261;46.41%;2257;26;0;2231;924;1307
Huttwil;3562;78;1664;46.72%;1664;16;27;1621;599;1022
Inkwil;517;7;259;49.90%;258;2;0;256;77;179
Langenthal;10335;139;4858;46.89%;4846;52;0;4794;2126;2668
Lotzwil;1667;15;900;53.93%;899;9;0;890;310;580
Madiswil;2463;51;1253;50.87%;1253;16;14;1223;431;792
Melchnau;1112;35;508;45.41%;505;4;0;501;201;300
Niederbipp;2884;56;1298;44.97%;1297;4;2;1291;361;930
Niederönz;1168;9;677;57.96%;677;3;7;667;219;448
Oberbipp;1177;9;595;50.47%;594;5;0;589;182;407
Obersteckholz;332;9;170;51.20%;170;2;0;168;64;104
Ochlenberg;472;14;251;53.18%;251;1;0;250;94;156
Oeschenbach;202;8;88;43.56%;88;0;0;88;26;62
Reisiswil;157;18;69;43.95%;69;0;0;69;20;49
Roggwil (BE);2714;48;1327;48.89%;1327;14;0;1313;420;893
Rohrbach;1145;90;532;46.29%;530;6;0;524;166;358
Rohrbachgraben;325;11;154;47.38%;154;2;0;152;59;93
Rumisberg;387;5;231;59.69%;231;0;0;231;67;164
Rütschelen;438;12;239;54.57%;239;0;0;239;90;149
Schwarzhäusern;398;20;208;52.26%;208;2;0;206;76;130
Seeberg;1178;72;616;52.21%;615;7;4;604;220;384
Thörigen;850;17;442;50.82%;432;2;0;430;133;297
Thunstetten;2126;38;1008;47.37%;1007;5;1;1001;312;689
Ursenbach;718;22;319;44.43%;319;0;0;319;102;217
Walliswil bei Niederbipp;179;6;89;49.72%;89;1;0;88;25;63
Walliswil bei Wangen;486;8;246;50.41%;245;5;0;240;67;173
Walterswil (BE);439;31;186;42.37%;186;1;0;185;66;119
Wangen an der Aare;1560;7;807;51.73%;807;5;0;802;259;543
Wangenried;325;5;176;54.15%;176;0;0;176;64;112
Wiedlisbach;1605;27;728;45.36%;728;5;0;723;234;489
Wolfisberg;154;8;81;52.60%;81;0;0;81;35;46
Wynau;1083;11;568;52.35%;567;5;10;552;173;379
Wyssachen;958;68;426;44.47%;426;4;1;421;131;290
;;;;;;;;;;
Total;57251;1242;27950;48.71%;27889;241;66;27582;9865;17717
;;;;;;;;;;
Änderung des Nationalstrassenabgabegesetzes (Autobahnvignette) / Modification de la loi sur la vignette autoroutière;;;;;;;;;;
Emmental;;;;;;;;;;
;;;;;Stimmzettel / Bulletins;;;;;
Abstimmungskreis;Anzahl Stimmber.;AuslandschweizerInnen;Eingelangte Ausweiskarten;Stimmb.;Eingelangte;Ausser Betracht fallende / non valables;;in Betracht fallende;Ja;Nein
Circ. Politique;No. d'?lec.;Suisses de l'?tranger;Nombre de cartes de l?g. rentr?es;Part.;rentr?s ;leer / blancs ;ung?ltig / nuls ;valables;Oui;Non
;;;;;;;;;;
Aefligen;826;1;433;52.30%;432;3;1;428;113;315
Affoltern im Emmental;975;28;434;44.10%;430;5;1;424;152;272
Alchenstorf;454;5;230;50.66%;230;1;0;229;89;140
Bätterkinden;2388;16;1215;50.88%;1215;18;12;1185;472;713
Burgdorf;11407;112;5688;49.62%;5660;83;2;5575;2592;2983
Dürrenroth;842;31;347;41.45%;349;5;0;344;98;246
Eggiwil;2006;111;851;42.42%;851;9;13;829;252;577
Ersigen, Niederösch, Oberösch;1581;37;894;56.42%;892;8;2;882;336;546
Hasle bei Burgdorf;2541;62;1005;39.55%;1005;9;0;996;341;655
Heimiswil;1220;59;566;46.39%;566;4;4;558;232;326
Hindelbank;1709;15;803;46.93%;802;2;0;800;316;484
Höchstetten und Hellsau;355;1;165;46.48%;165;1;0;164;44;120
Kernenried;338;9;167;49.11%;166;1;1;164;42;122
Kirchberg ;4159;20;2219;53.35%;2219;17;0;2202;831;1371
Koppigen;1567;8;797;50.86%;797;3;0;794;273;521
Krauchthal;1822;25;947;51.92%;946;7;7;932;281;651
Langnau ;7205;321;3284;45.48%;3277;54;27;3196;1441;1755
Lauperswil;2173;102;906;41.46%;901;12;0;889;290;599
Lützelflüh;3188;110;1451;45.45%;1449;8;0;1441;513;928
Lyssach;1089;10;593;54.36%;592;5;5;582;195;387
Mötschwil und Rüti b.L.;243;10;123;50.62%;123;1;1;121;34;87
Oberburg;2049;14;943;45.68%;936;11;1;924;311;613
Röthenbach im Emmental;1015;54;415;40.89%;415;4;0;411;92;319
Rüderswil;1907;95;889;45.78%;873;8;0;865;317;548
Rüdtligen-Alchenflüh;1540;5;617;40.06%;617;2;0;615;193;422
Rüegsau;2519;67;1270;50.38%;1269;10;13;1246;401;845
Rumendingen;72;1;41;56.94%;41;1;0;40;15;25
Schangnau;761;75;342;44.94%;342;3;2;337;120;217
Signau;2180;68;965;44.17%;963;6;7;950;303;647
Sumiswald;4085;222;1748;42.77%;1747;18;0;1729;628;1101
Trachselwald;789;39;351;44.49%;351;1;0;350;114;236
Trub;1252;208;441;35.22%;441;8;0;433;130;303
Trubschachen;1086;34;486;44.66%;485;4;4;477;222;255
Utzenstorf;3126;44;1620;51.82%;1620;8;0;1612;574;1038
Wiler bei Utzenstorf;654;7;324;49.54%;324;3;0;321;120;201
Willadingen;174;2;113;64.94%;113;2;0;111;31;80
Wynigen;1625;52;811;49.85%;810;10;0;800;309;491
Zielebach;271;2;142;51.66%;140;0;0;140;22;118
;;;;;;;;;;
Total;73193;2082;34636;47.21%;34554;355;103;34096;12839;21257
;;;;;;;;;;
Änderung des Nationalstrassenabgabegesetzes (Autobahnvignette) / Modification de la loi sur la vignette autoroutière;;;;;;;;;;
Bern-Mittelland;;;;;;;;;;
;;;;;Stimmzettel / Bulletins;;;;;
Abstimmungskreis;Anzahl Stimmber.;AuslandschweizerInnen;Eingelangte Ausweiskarten;Stimmb.;Eingelangte;Ausser Betracht fallende / non valables;;in Betracht fallende;Ja;Nein
Circ. Politique;No. d'?lec.;Suisses de l'?tranger;Nombre de cartes de l?g. rentr?es;Part.;rentr?s ;leer / blancs ;ung?ltig / nuls ;valables;Oui;Non
;;;;;;;;;;
Allmendingen;414;1;248;59.90%;248;1;2;245;116;129
Arni ;779;35;341;43.65%;340;2;0;338;103;235
Bäriswil;814;11;461;56.63%;461;6;0;455;148;307
Belp;8277;63;4519;53.50%;4428;42;1;4385;1640;2745
Bern;86225;2313;45850;53.04%;45736;1178;25;44533;26253;18280
Biglen;1344;30;627;46.65%;627;8;0;619;226;393
Bleiken bei Oberdiessbach;306;18;164;53.59%;164;0;0;164;36;128
Bolligen;4732;103;3211;67.60%;3199;25;13;3161;1504;1657
Bowil;1101;23;460;41.78%;460;5;0;455;138;317
Bremgarten ;3216;37;2059;63.84%;2053;32;0;2021;1025;996
Brenzikofen;417;2;220;52.76%;220;1;0;219;53;166
Büren zum Hof;341;5;230;67.45%;230;0;0;230;92;138
Diemerswil;140;4;81;57.86%;81;0;0;81;32;49
Etzelkofen;259;3;148;57.14%;148;1;0;147;46;101
Ferenbalm;970;14;562;57.53%;558;6;0;552;148;404
Fraubrunnen;1375;11;850;61.53%;846;17;0;829;392;437
Frauenkappelen;957;7;538;56.22%;538;3;0;535;186;349
Freimettigen;346;4;193;55.49%;192;2;0;190;64;126
Gelterfingen;217;6;105;48.39%;105;0;0;105;27;78
Gerzensee;902;11;486;53.88%;486;3;4;479;174;305
Golaten;243;6;128;52.67%;128;0;1;127;44;83
Grafenried;765;19;464;60.65%;464;6;0;458;179;279
Grosshöchstetten;2572;50;1360;52.88%;1360;14;0;1346;511;835
Guggisberg;1323;107;528;39.46%;522;5;0;517;136;381
Gurbrü;196;12;107;54.59%;107;1;0;106;40;66
Häutligen;205;7;112;54.63%;112;0;0;112;22;90
Herbligen;446;16;211;47.31%;211;2;0;209;61;148
Iffwil;330;9;171;51.82%;171;1;0;170;62;108
Ittigen;7547;85;3898;51.60%;3894;53;1;3840;1610;2230
Jegenstorf;3598;27;2134;59.09%;2126;18;0;2108;939;1169
Kaufdorf;752;7;463;61.57%;463;3;0;460;199;261
Kehrsatz;2750;25;1608;58.47%;1608;19;0;1589;680;909
Kiesen;669;7;387;57.85%;387;5;0;382;137;245
Kirchdorf, Jaberg, Noflen;1122;31;638;56.86%;638;7;0;631;206;425
Kirchenthurnen;224;3;115;51.34%;115;0;0;115;27;88
Kirchlindach;2276;21;1484;62.96%;1433;26;1;1406;639;767
Köniz;27946;353;15471;54.93%;15352;256;4;15092;7278;7814
Konolfingen;3776;56;2044;52.54%;1984;16;11;1957;770;1187
Kriechenwil;345;10;194;56.23%;194;1;0;193;52;141
Landiswil;531;35;221;41.62%;221;1;0;220;51;169
Laupen;2106;13;1055;50.09%;1055;5;0;1050;443;607
Limpach;272;9;141;51.47%;140;1;0;139;44;95
Linden;1055;53;487;46.16%;487;4;0;483;108;375
Lohnstorf;163;2;92;56.44%;92;1;0;91;26;65
Mattstetten;479;13;298;61.38%;294;2;3;289;113;176
Meikirch;1956;30;1176;60.12%;1176;7;23;1146;501;645
Mirchel;458;13;210;44.98%;206;1;1;204;54;150
Moosseedorf;2564;28;1295;50.39%;1292;9;0;1283;757;526
Mühleberg;2154;38;1189;55.20%;1189;6;0;1183;377;806
Mühledorf ;179;5;109;60.89%;109;2;1;106;33;73
Mühlethurnen;1089;12;690;63.36%;690;8;0;682;293;389
Mülchi;182;1;107;58.79%;107;0;0;107;27;80
Münchenbuchsee;6957;55;3749;53.66%;3733;57;0;3676;1529;2147
Münchenwiler und Clavaleyres;375;4;187;49.87%;187;2;0;185;57;128
Münchringen;478;9;335;69.25%;331;5;0;326;147;179
Münsingen;8644;60;4841;55.52%;4799;67;1;4731;2120;2611
Muri bei Bern;9529;161;6089;62.92%;5996;42;24;5930;2813;3117
Neuenegg;3655;31;1977;54.06%;1976;21;0;1955;651;1304
Niederhünigen;479;8;254;53.03%;254;1;0;253;97;156
Oberbalm;703;32;360;51.07%;359;2;6;351;85;266
Oberdiessbach;2348;46;1197;50.98%;1197;11;3;1183;434;749
Oberhünigen;225;0;117;52.00%;117;0;4;113;27;86
Oberthal;628;22;283;45.06%;283;3;0;280;83;197
Oppligen;504;12;254;50.40%;254;2;0;252;94;158
Ostermundigen;10174;59;4784;46.90%;4772;57;0;4715;1971;2744
Riggisberg;1910;31;901;47.12%;900;7;10;883;246;637
Rubigen;2208;18;1297;58.56%;1293;14;0;1279;526;753
Rüeggisberg;1501;52;682;45.37%;681;4;0;677;193;484
Rümligen;356;1;208;58.43%;208;2;2;204;62;142
Rüschegg;1404;106;584;41.60%;584;12;0;572;164;408
Schalunen;282;1;162;57.09%;161;3;0;158;48;110
Scheunen;57;0;33;57.89%;33;0;0;33;8;25
Schlosswil;514;19;260;50.39%;259;1;0;258;95;163
Schwarzenburg;5451;148;2729;49.97%;2724;35;0;2689;915;1774
Stettlen;2159;23;1216;56.28%;1215;10;0;1205;526;679
Tägertschi;302;3;164;54.30%;164;1;0;163;62;101
Toffen;1917;17;1086;56.29%;1079;14;23;1042;364;678
Urtenen-Schönbühl;4245;23;2005;47.18%;2003;20;0;1983;702;1281
Vechigen;3814;66;2251;58.89%;2246;19;4;2223;944;1279
Wald und Niedermuhlern;1350;57;677;50.07%;676;12;1;663;294;369
Walkringen;1443;57;770;52.60%;759;6;0;753;234;519
Wichtrach;3094;22;1572;50.78%;1571;17;5;1549;561;988
Wiggiswil und Deisswil b.M.;147;9;80;54.42%;80;2;0;78;35;43
Wileroltigen;279;10;116;41.58%;116;1;0;115;38;77
Wohlen;6898;131;4532;64.96%;4481;72;7;4402;2034;2368
Worb;8244;97;4649;55.79%;4599;59;1;4539;1818;2721
Zauggenried;266;21;153;56.39%;150;1;0;149;43;106
Zäziwil;1246;34;599;48.07%;599;4;0;595;199;396
Zollikofen;6896;63;3931;56.86%;3921;42;1;3878;1720;2158
Zuzwil;453;11;278;61.15%;277;1;0;276;104;172
;;;;;;;;;;
Total;284540;5323;155302;54.29%;154484;2441;183;151860;70865;80995
;;;;;;;;;;
Änderung des Nationalstrassenabgabegesetzes (Autobahnvignette) / Modification de la loi sur la vignette autoroutière;;;;;;;;;;
Thun;;;;;;;;;;
;;;;;Stimmzettel / Bulletins;;;;;
Abstimmungskreis;Anzahl Stimmber.;AuslandschweizerInnen;Eingelangte Ausweiskarten;Stimmb.;Eingelangte;Ausser Betracht fallende / non valables;;in Betracht fallende;Ja;Nein
Circ. Politique;No. d'?lec.;Suisses de l'?tranger;Nombre de cartes de l?g. rentr?es;Part.;rentr?s ;leer / blancs ;ung?ltig / nuls ;valables;Oui;Non
;;;;;;;;;;
Amsoldingen;629;18;427;66.77%;420;4;0;416;124;292
Blumenstein;961;22;487;50.68%;487;5;0;482;148;334
Buchholterberg;1250;54;648;51.84%;648;3;0;645;159;486
Burgistein;836;20;432;51.67%;432;4;0;428;128;300
Eriz;429;41;198;46.15%;198;2;0;196;41;155
Fahrni;631;11;321;50.87%;321;4;0;317;73;244
Forst-Längenbühl;591;12;345;58.38%;345;3;0;342;98;244
Gurzelen;607;6;322;52.72%;320;3;0;317;68;249
Heiligenschwendi;516;17;290;56.20%;290;6;0;284;94;190
Heimberg;4945;19;2456;49.61%;2453;30;0;2423;733;1690
Hilterfingen;3155;22;1752;55.53%;1752;26;0;1726;784;942
Höfen;341;17;187;54.84%;187;3;0;184;48;136
Homberg;384;14;193;50.26%;193;1;1;191;32;159
Horrenbach-Buchen;199;0;103;51.76%;103;0;0;103;17;86
Niederstocken;208;1;103;49.52%;103;0;0;103;20;83
Oberhofen ;1867;37;1164;62.29%;1163;12;12;1139;463;676
Oberlangenegg;387;20;200;51.42%;199;2;2;195;32;163
Oberstocken;219;4;113;51.60%;113;0;0;113;25;88
Pohlern;201;3;100;49.75%;100;0;0;100;26;74
Reutigen;767;5;421;54.89%;421;2;0;419;117;302
Schwendibach;200;6;112;56.00%;112;2;0;110;34;76
Seftigen;1703;12;892;52.38%;892;8;0;884;308;576
Sigriswil;3762;137;2148;55.85%;2101;17;0;2084;615;1469
Steffisburg;11795;94;6303;53.40%;6299;92;1;6206;2299;3907
Teuffenthal;140;14;70;50.00%;70;1;0;69;16;53
Thierachern;1837;8;992;53.84%;989;4;0;985;329;656
Thun;32295;320;15757;48.62%;15702;199;0;15503;4825;10678
Uebeschi;504;3;277;54.96%;277;4;0;273;70;203
Uetendorf;4650;31;2526;54.09%;2515;12;31;2472;739;1733
Unterlangenegg;747;8;357;47.79%;357;2;0;355;88;267
Uttigen und Kienersrüti;1423;16;876;60.86%;866;8;0;858;285;573
Wachseldorn;188;1;100;53.19%;100;1;0;99;10;89
Wattenwil;2181;64;1189;54.52%;1189;15;0;1174;306;868
Zwieselberg;207;2;118;57.00%;118;2;0;116;29;87
;;;;;;;;;;
Total;80755;1059;41979;51.80%;41835;477;47;41311;13183;28128
;;;;;;;;;;
Änderung des Nationalstrassenabgabegesetzes (Autobahnvignette) / Modification de la loi sur la vignette autoroutière;;;;;;;;;;
Obersimmental-Saanen;;;;;;;;;;
;;;;;Stimmzettel / Bulletins;;;;;
Abstimmungskreis;Anzahl Stimmber.;AuslandschweizerInnen;Eingelangte Ausweiskarten;Stimmb.;Eingelangte;Ausser Betracht fallende / non valables;;in Betracht fallende;Ja;Nein
Circ. Politique;No. d'?lec.;Suisses de l'?tranger;Nombre de cartes de l?g. rentr?es;Part.;rentr?s ;leer / blancs ;ung?ltig / nuls ;valables;Oui;Non
;;;;;;;;;;
Boltigen;1108;36;510;45.94%;509;5;0;504;138;366
Gsteig;724;12;344;47.51%;344;1;0;343;94;249
Lauenen;619;38;305;49.27%;305;6;0;299;128;171
Lenk;1827;101;931;50.96%;931;13;13;905;286;619
Saanen;4323;139;2365;54.71%;2365;2;30;2333;1050;1283
St.Stephan;1042;44;628;60.27%;628;7;0;621;179;442
Zweisimmen;2304;53;1217;52.82%;1217;15;0;1202;428;774
;;;;;;;;;;
Total;11947;423;6300;52.72%;6299;49;43;6207;2303;3904
;;;;;;;;;;
Änderung des Nationalstrassenabgabegesetzes (Autobahnvignette) / Modification de la loi sur la vignette autoroutière;;;;;;;;;;
Frutigen-Niedersimmental;;;;;;;;;;
;;;;;Stimmzettel / Bulletins;;;;;
Abstimmungskreis;Anzahl Stimmber.;AuslandschweizerInnen;Eingelangte Ausweiskarten;Stimmb.;Eingelangte;Ausser Betracht fallende / non valables;;in Betracht fallende;Ja;Nein
Circ. Politique;No. d'?lec.;Suisses de l'?tranger;Nombre de cartes de l?g. rentr?es;Part.;rentr?s ;leer / blancs ;ung?ltig / nuls ;valables;Oui;Non
;;;;;;;;;;
Adelboden;2699;111;1768;64.91%;1752;34;0;1718;525;1193
Aeschi ;1698;37;894;52.59%;893;8;0;885;344;541
Därstetten;654;3;310;47.40%;310;3;0;307;50;257
Diemtigen;1694;54;873;51.42%;871;5;0;866;206;660
Erlenbach;1320;6;672;50.91%;672;8;0;664;191;473
Frutigen;5159;128;2932;56.52%;2916;34;28;2854;841;2013
Kandergrund;630;23;319;50.63%;319;0;0;319;64;255
Kandersteg;892;17;498;55.83%;498;5;0;493;204;289
Krattigen;857;14;466;54.38%;466;4;1;461;167;294
Oberwil ;700;38;370;52.57%;368;1;0;367;66;301
Reichenbach ;2749;58;1383;50.05%;1376;13;0;1363;390;973
Spiez;9692;101;5293;54.52%;5284;52;0;5232;2231;3001
Wimmis;1865;24;974;52.17%;973;4;0;969;273;696
;;;;;;;;;;
Total;30609;614;16752;54.55%;16698;171;29;16498;5552;10946
;;;;;;;;;;
Änderung des Nationalstrassenabgabegesetzes (Autobahnvignette) / Modification de la loi sur la vignette autoroutière;;;;;;;;;;
Interlaken-Oberhasli;;;;;;;;;;
;;;;;Stimmzettel / Bulletins;;;;;
Abstimmungskreis;Anzahl Stimmber.;AuslandschweizerInnen;Eingelangte Ausweiskarten;Stimmb.;Eingelangte;Ausser Betracht fallende / non valables;;in Betracht fallende;Ja;Nein
Circ. Politique;No. d'?lec.;Suisses de l'?tranger;Nombre de cartes de l?g. rentr?es;Part.;rentr?s ;leer / blancs ;ung?ltig / nuls ;valables;Oui;Non
;;;;;;;;;;
Beatenberg;872;36;464;53.10%;463;2;3;458;161;297
Bönigen;1929;25;932;48.32%;932;9;0;923;300;623
Brienz;2301;60;1131;48.98%;1127;11;0;1116;437;679
Brienzwiler;393;13;181;46.06%;181;1;0;180;45;135
Därligen;309;11;142;45.95%;142;1;0;141;39;102
Gadmen;205;17;76;37.07%;76;0;0;76;15;61
Grindelwald;2664;90;1205;44.63%;1189;19;0;1170;393;777
Gsteigwiler;336;12;159;47.32%;159;3;0;156;57;99
Gündlischwand;230;3;120;52.17%;120;0;0;120;30;90
Guttannen;232;8;103;44.40%;103;2;0;101;37;64
Habkern;478;12;232;48.54%;232;2;0;230;63;167
Hasliberg;869;40;393;44.99%;391;3;0;388;133;255
Hofstetten ;422;0;221;52.37%;221;3;2;216;69;147
Innertkirchen;645;20;303;46.98%;303;0;0;303;101;202
Interlaken;3602;47;1795;49.83%;1795;12;1;1782;783;999
Iseltwald;320;10;146;45.62%;146;1;0;145;31;114
Lauterbrunnen;1663;63;792;47.62%;792;10;2;780;339;441
Leissigen;744;8;387;52.02%;387;4;0;383;122;261
Lütschental;200;9;83;41.50%;83;0;0;83;19;64
Matten ;2715;22;1414;49.83%;1353;20;0;1333;505;828
Meiringen;3300;28;1656;49.88%;1646;24;0;1622;660;962
Niederried ;256;2;133;51.95%;133;0;1;132;41;91
Oberried ;363;12;168;46.28%;168;0;0;168;68;100
Ringgenberg ;2021;47;906;44.83%;906;4;0;902;340;562
Saxeten;84;7;39;46.43%;39;1;0;38;13;25
Schattenhalb;429;13;219;51.05%;219;2;3;214;86;128
Schwanden bei Brienz;472;8;254;53.81%;254;2;1;251;102;149
Unterseen;4074;44;2135;52.38%;2134;21;0;2113;941;1172
Wilderswil;1880;38;914;48.62%;914;10;0;904;355;549
;;;;;;;;;;
Total;34008;705;16703;48.84%;16608;167;13;16428;6285;10143
